中央电视塔,#genre#
生活时尚,http://117.43.218.137:20000/hls/43/index.m3u8
电视剧频道,http://61.52.156.194:808/hls/21/index.m3u8
电视剧频道,http://61.52.156.194:808/hls/74/index.m3u8
电视指南,http://113.101.119.52:808/hls/529/index.m3u8
电视指南,http://113.110.72.121:808/hls/529/index.m3u8
监控,http://123.10.77.232:808/hls/87/index.m3u8
监控,http://123.10.79.201:808/hls/87/index.m3u8
相声小品,http://61.52.156.194:808/hls/17/index.m3u8
移动戏曲,http://123.10.77.232:808/hls/74/index.m3u8
移动戏曲,http://123.10.79.201:808/hls/74/index.m3u8
移动戏曲,http://182.126.117.20:808/hls/25/index.m3u8
移动测试,http://113.101.119.52:808/hls/301/index.m3u8
移动测试,http://113.110.72.121:808/hls/301/index.m3u8
第一剧场,http://113.101.119.52:808/hls/535/index.m3u8
第一剧场,http://113.110.72.121:808/hls/535/index.m3u8
第一剧场高清频道,http://117.43.218.137:20000/hls/75/index.m3u8
精品体育,http://182.126.117.20:808/hls/92/index.m3u8
精品大剧,http://182.126.117.20:808/hls/93/index.m3u8
精品电影,http://182.126.117.20:808/hls/94/index.m3u8
精品记录,http://182.126.117.20:808/hls/101/index.m3u8
精彩影视频道,http://117.43.218.137:20000/hls/69/index.m3u8
经典电影,http://123.10.77.232:808/hls/79/index.m3u8
经典电影,http://123.10.79.201:808/hls/79/index.m3u8
经典电影,http://61.52.156.194:808/hls/69/index.m3u8
经典电影,rtmp://123.10.77.232:808:1935/live/3
经典电影,rtmp://123.10.79.201:808:1935/live/3
美国大片,http://61.52.156.194:808/hls/66/index.m3u8
老故事,http://113.101.119.52:808/hls/526/index.m3u8
老故事,http://113.110.72.121:808/hls/526/index.m3u8
聚鲨环球精选,http://117.43.218.137:20000/hls/68/index.m3u8
聚鲨环球精选高清,http://117.43.218.137:20000/hls/27/index.m3u8
英张西口,http://123.10.77.232:808/hls/102/index.m3u8
英张西口,http://123.10.79.201:808/hls/102/index.m3u8
茶频道,http://117.43.218.137:20000/hls/38/index.m3u8
谍战剧场,http://123.10.77.232:808/hls/80/index.m3u8
谍战剧场,http://123.10.79.201:808/hls/80/index.m3u8
谍战剧场,http://61.52.156.194:808/hls/70/index.m3u8
财富天下,http://113.101.119.52:808/hls/525/index.m3u8
财富天下,http://113.110.72.121:808/hls/525/index.m3u8
都市剧场,http://117.43.218.137:20000/hls/39/index.m3u8
都市剧场HD,http://117.43.218.137:20000/hls/11/index.m3u8
都市频道,http://182.126.117.20:808/hls/18/index.m3u8
都市频道,http://61.52.156.194:808/hls/18/index.m3u8
金牌综艺,http://182.126.117.20:808/hls/88/index.m3u8
金牌综艺,http://182.126.117.20:808/hls/91/index.m3u8
金色频道,http://117.43.218.137:20000/hls/42/index.m3u8
金鹰卡通,http://117.43.218.137:20000/hls/77/index.m3u8
金鹰卡通,http://123.10.77.232:808/hls/65/index.m3u8
金鹰卡通,http://123.10.79.201:808/hls/65/index.m3u8
金鹰卡通,http://182.126.117.20:808/hls/40/index.m3u8
金鹰卡通,http://61.52.156.194:808/hls/61/index.m3u8
金鹰纪实高清,http://123.10.77.232:808/hls/72/index.m3u8
金鹰纪实高清,http://123.10.79.201:808/hls/72/index.m3u8
音乐现场,http://123.10.77.232:808/hls/85/index.m3u8
音乐现场,http://123.10.79.201:808/hls/85/index.m3u8
风云剧场,http://113.101.119.52:808/hls/534/index.m3u8
风云剧场,http://113.110.72.121:808/hls/534/index.m3u8
风云剧场,http://117.43.218.137:20000/hls/50/index.m3u8
风云足球,http://113.101.119.52:808/hls/530/index.m3u8
风云足球,http://113.110.72.121:808/hls/530/index.m3u8
风云音乐,http://113.101.119.52:808/hls/536/index.m3u8
风云音乐,http://113.110.72.121:808/hls/536/index.m3u8
风云音乐,http://117.43.218.137:20000/hls/47/index.m3u8
高尔夫,http://117.43.218.137:20000/hls/53/index.m3u8
高清影院,http://123.10.77.232:808/hls/98/index.m3u8
高清影院,http://123.10.79.201:808/hls/98/index.m3u8
高清纪实,http://123.10.77.232:808/hls/95/index.m3u8
高清纪实,http://123.10.79.201:808/hls/95/index.m3u8
